player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold,pitching_ratings_babip
11,20,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,44,0
12,1,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,7,0
13,9,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,6,0
14,14,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,50,4,0
15,22,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,24,0
16,20,100,8,0,5,1,43,10,15,30,5,1,43,10,15,30,6,1,46,10,15,30,5,1,43,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,3,1,40,47,0
17,23,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,24,0
18,10,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,13,0
19,21,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,6,0
20,23,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,22,0
21,5,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,42,0
22,17,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,43,0
23,9,100,9,0,2,1,45,10,15,30,2,1,44,10,15,30,2,1,46,10,15,30,2,1,45,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,33,28,0
24,12,100,3,0,2,1,44,10,15,30,2,1,44,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,40,0
25,3,100,8,0,3,1,45,10,15,30,3,1,46,10,15,30,3,1,43,10,15,30,3,1,45,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,0,35,25,0
26,29,100,4,0,5,1,45,10,15,30,5,1,46,10,15,30,5,1,44,10,15,30,5,1,45,0,11,0,57,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,3,3,1,50,24,0
27,22,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,38,0
28,21,100,8,0,3,1,45,10,15,30,3,1,46,10,15,30,3,1,44,10,15,30,3,1,45,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,23,0
29,11,100,6,0,4,1,45,10,15,30,4,1,46,10,15,30,4,1,44,10,15,30,5,1,45,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,5,4,1,50,9,0
30,27,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,5,1,45,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,3,1,50,20,0
31,12,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,47,0
32,30,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,50,0
33,28,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,33,0
34,27,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,11,0
35,23,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,9,0
36,19,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,46,0
37,27,100,7,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,33,0
38,26,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,1,0
39,8,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,11,0
40,14,100,6,0,5,1,46,10,15,30,6,1,46,10,15,30,5,1,45,10,15,30,5,1,46,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,2,1,33,9,0
41,16,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,22,0
42,19,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,28,0
43,22,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,35,15,0
44,10,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,26,0
45,14,100,3,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,39,0
46,27,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,32,0
47,1,100,7,0,2,1,44,10,15,30,2,1,44,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,16,0
48,1,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,10,0
49,5,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,31,0
50,1,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,33,0
51,15,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,34,0
52,2,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,35,41,0
53,22,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,10,0
54,22,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,19,0
55,7,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,13,0
56,29,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,15,0
57,29,100,3,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,34,0
58,25,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,35,0
59,2,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,5,0
60,21,100,4,0,3,1,45,10,15,30,3,1,46,10,15,30,3,1,43,10,15,30,3,1,45,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,14,0
61,24,100,9,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,12,0
62,23,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,34,0
63,17,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,12,0
64,17,100,4,0,3,1,46,10,15,30,3,1,46,10,15,30,3,1,45,10,15,30,5,1,46,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,3,1,33,12,0
65,12,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,29,0
66,20,100,8,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,4,0
67,24,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,23,0
68,5,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,33,0
69,5,100,7,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,42,0
70,18,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,32,0
71,27,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,24,0
72,5,100,7,0,2,1,44,10,15,30,2,1,45,10,15,30,2,1,43,10,15,30,5,1,44,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,3,1,40,17,0
73,7,100,7,0,3,1,45,10,15,30,3,1,46,10,15,30,3,1,44,10,15,30,3,1,45,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,42,0
74,29,100,9,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,26,0
75,1,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,29,0
76,20,100,7,0,5,1,45,10,15,30,5,1,46,10,15,30,5,1,44,10,15,30,5,1,45,0,11,0,47,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,3,1,39,3,0
77,4,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,29,0
78,26,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,36,0
79,24,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,50,0
80,23,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,10,0
81,5,100,9,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,35,3,0
82,1,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,20,0
83,1,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,35,0
84,6,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,40,0
85,24,100,8,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,6,0
86,12,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,6,0
87,21,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,7,0
88,27,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,39,0
89,14,100,9,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,40,0
90,21,100,9,0,5,1,44,10,15,30,4,1,43,10,15,30,5,1,46,10,15,30,5,1,44,0,11,0,57,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,4,1,33,15,0
91,13,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,5,0
92,25,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,24,0
93,24,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,41,0
94,29,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,44,0
95,8,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,33,0
96,12,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,1,0
97,4,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,2,0
98,6,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,3,0
99,12,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,45,0
100,29,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,15,0
101,25,100,1,12,54,86,66,1,10,3,58,90,68,1,10,3,49,82,64,1,10,3,54,86,66,1,9,5,78,40,27,0,0,1,0,59,0,59,0,0,78,40,27,0,0,1,0,59,0,59,0,0,13,3,25,63,109,146
102,29,100,1,12,58,66,123,0,10,6,59,70,127,0,10,6,58,62,119,0,10,6,58,66,123,1,6,7,0,70,42,0,0,43,96,67,0,68,0,0,0,70,42,0,0,43,96,67,0,68,0,0,10,3,29,55,108,162
103,5,100,1,12,134,132,82,0,3,5,138,136,84,0,3,5,127,127,79,0,3,5,134,132,82,0,3,4,145,103,70,0,0,103,0,0,0,93,0,0,145,103,70,0,0,103,0,0,0,93,0,0,16,3,23,43,111,188
